titlu,pret_text,pret_numeric,an,kilometraj,locatie,link,imagini_urls,combustibil,transmisie,caroserie,marca,model,id_unic,data_scraping
De Vananzare Vw Golf 7 2019,12 800 €,12800.0,2019,110 000,N/A,https://www.olx.ro/d/oferta/de-vananzare-vw-golf-7-2019-IDjMFBw.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/64pij8bxh0r83-RO/image;s=1600x739;https://frankfurt.apollo.olxcdn.com:443/v1/files/134c6uq9aw2l-RO/image;s=1600x739;https://frankfurt.apollo.olxcdn.com:443/v1/files/oejmye90etuw2-RO/image;s=1600x739;https://frankfurt.apollo.olxcdn.com:443/v1/files/ztpv7vpbqvtg1-RO/image;s=1600x739;https://frankfurt.apollo.olxcdn.com:443/v1/files/8ujbattyiggs1-RO/image;s=1600x739,petrol,manual,Hatchback,Unknown,Unknown,olx_jMFBw,2025-09-11T16:14:57.238287
Volkswagen Arteon R Line,26 900 €,26900.0,2020,105 000,N/A,https://www.olx.ro/d/oferta/volkswagen-arteon-r-line-IDjGKTY.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/hpz6rp9ks9od2-RO/image;s=768x1024;https://frankfurt.apollo.olxcdn.com:443/v1/files/r5f2jyqs17am3-RO/image;s=768x1024;https://frankfurt.apollo.olxcdn.com:443/v1/files/3gn5aslcgetw-RO/image;s=768x1024;https://frankfurt.apollo.olxcdn.com:443/v1/files/nwc44tflgi6w-RO/image;s=768x1024;https://frankfurt.apollo.olxcdn.com:443/v1/files/c66wah5z4gg53-RO/image;s=768x1024,diesel,automatic,Berlina,Volkswagen,Arteon,olx_jGKTY,2025-09-11T16:15:01.629155
De Vanzare Vw Golf 7 1 6 Tdi,"12 400 €
Prețul e negociabil",12400.0,2017,94 000,N/A,https://www.olx.ro/d/oferta/de-vanzare-vw-golf-7-1-6-tdi-IDjnPhh.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/2l52wfuatqfd3-RO/image;s=3024x4032;https://frankfurt.apollo.olxcdn.com:443/v1/files/dooa9eoulhv31-RO/image;s=4032x3024;https://frankfurt.apollo.olxcdn.com:443/v1/files/maydtkxvhwa01-RO/image;s=4032x3024;https://frankfurt.apollo.olxcdn.com:443/v1/files/99gemio9cwha1-RO/image;s=4032x3024;https://frankfurt.apollo.olxcdn.com:443/v1/files/442bsz8jxisu2-RO/image;s=4032x3024,diesel,manual,Hatchback,Unknown,Unknown,olx_jnPhh,2025-09-11T16:15:06.335233
Vw Polo Aw 2018 1 0 Mpi Euro 6 Dubluclimatronic Frontassist,"7 850 €
Prețul e negociabil",7850.0,2018,162 000,N/A,https://www.olx.ro/d/oferta/vw-polo-aw-2018-1-0-mpi-euro-6-dubluclimatronic-frontassist-IDjMrAw.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/r5wp8u3p8vsw-RO/image;s=1280x960;https://frankfurt.apollo.olxcdn.com:443/v1/files/64yf35hspt1i-RO/image;s=1280x960;https://frankfurt.apollo.olxcdn.com:443/v1/files/67lq1re09kah2-RO/image;s=1280x960;https://frankfurt.apollo.olxcdn.com:443/v1/files/mkfkkv6800l5-RO/image;s=1280x960;https://frankfurt.apollo.olxcdn.com:443/v1/files/dqftcsy9n2d13-RO/image;s=1280x960,petrol,manual,Hatchback,Unknown,Unknown,olx_jMrAw,2025-09-11T16:15:09.905457
Wv Up 1 0 Benz 2017 Euro 6,5 700 €,5700.0,2017,85 000,N/A,https://www.olx.ro/d/oferta/wv-up-1-0-benz-2017-euro-6-IDjJxXX.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/nw5x8j6cgw543-RO/image;s=900x2000;https://frankfurt.apollo.olxcdn.com:443/v1/files/eds9wff3j4ug3-RO/image;s=900x2000;https://frankfurt.apollo.olxcdn.com:443/v1/files/09vg7o5j0vlp-RO/image;s=900x2000;https://frankfurt.apollo.olxcdn.com:443/v1/files/rtdiw1g9ac3r2-RO/image;s=900x2000;https://frankfurt.apollo.olxcdn.com:443/v1/files/hxa893frpk0t1-RO/image;s=900x2000,petrol,manual,Hatchback,Unknown,Unknown,olx_jJxXX,2025-09-11T16:15:14.548432
Vw Golf Viii 8,"18 500 €
Prețul e negociabil",18500.0,2022,67 000,N/A,https://www.olx.ro/d/oferta/vw-golf-viii-8-IDiMhE7.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/13zen6zarafo-RO/image;s=1600x1200;https://frankfurt.apollo.olxcdn.com:443/v1/files/969oowlzf7nn3-RO/image;s=1600x1200;https://frankfurt.apollo.olxcdn.com:443/v1/files/neliyy3763iw-RO/image;s=1600x1200;https://frankfurt.apollo.olxcdn.com:443/v1/files/hq6yle8okr7w-RO/image;s=1600x1200;https://frankfurt.apollo.olxcdn.com:443/v1/files/x88hsd7tclqn-RO/image;s=1600x1200,petrol,automatic,Hatchback,Unknown,Unknown,olx_iMhE7,2025-09-11T16:15:20.042017
Vand Volkswagen Golf 7 Facelift,10 600 €,10600.0,2019,143 621,N/A,https://www.olx.ro/d/oferta/vand-volkswagen-golf-7-facelift-IDjHghN.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/lilbd1l1b5h33-RO/image;s=2000x2667;https://frankfurt.apollo.olxcdn.com:443/v1/files/rkppnj4a74no-RO/image;s=2000x2667;https://frankfurt.apollo.olxcdn.com:443/v1/files/0o0m1ihsic521-RO/image;s=2000x2667;https://frankfurt.apollo.olxcdn.com:443/v1/files/m6dk8ildozrk-RO/image;s=2000x2667;https://frankfurt.apollo.olxcdn.com:443/v1/files/c8hq2tnu6w6j-RO/image;s=2000x2667,petrol,manual,Hatchback,Volkswagen,Golf,olx_jHghN,2025-09-11T16:15:23.017817
Volkswagen Id 5 Pro 82Kw,"35 900 €
Prețul e negociabil",35900.0,2022,55 000,N/A,https://www.olx.ro/d/oferta/volkswagen-id-5-pro-82kw-IDjNkGE.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/cbm8xm0efjt6-RO/image;s=1126x2000;https://frankfurt.apollo.olxcdn.com:443/v1/files/enls9c9g29r31-RO/image;s=2000x1126;https://frankfurt.apollo.olxcdn.com:443/v1/files/t5t4whg9r7a11-RO/image;s=2000x1126;https://frankfurt.apollo.olxcdn.com:443/v1/files/6dbpxt8futht-RO/image;s=2000x1126;https://frankfurt.apollo.olxcdn.com:443/v1/files/ihqywh17fqrf-RO/image;s=1080x1920,electric,automatic,SUV,Volkswagen,Unknown,olx_jNkGE,2025-09-11T16:15:26.898279
Volkswagen Golf 8 Facelift 1 5 Tsi 150 M6 Matrix Incalzire Stationara,27 000 €,27000.0,2024,6 000,N/A,https://www.olx.ro/d/oferta/volkswagen-golf-8-facelift-1-5-tsi-150-m6-matrix-incalzire-stationara-IDjmgNt.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/c291x5d84n2e-RO/image;s=563x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/ex132w6dz4bm1-RO/image;s=563x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/xhzkm1nt45p4-RO/image;s=1000x563;https://frankfurt.apollo.olxcdn.com:443/v1/files/n4o2lb8uubwa1-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/3391s9clvvzs3-RO/image;s=563x1000,petrol,N/A,Hatchback,Volkswagen,Golf,olx_jmgNt,2025-09-11T16:15:32.435054
Volkswagen Polo Tva Inclus Deductibil,10 900 €,10900.0,2020,125 500,N/A,https://www.olx.ro/d/oferta/volkswagen-polo-tva-inclus-deductibil-IDjNkBW.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/p43le0pv4ygn2-RO/image;s=2000x1500;https://frankfurt.apollo.olxcdn.com:443/v1/files/r5w08towjq1d2-RO/image;s=2000x1500;https://frankfurt.apollo.olxcdn.com:443/v1/files/ays7qaal8cio2-RO/image;s=2000x1500;https://frankfurt.apollo.olxcdn.com:443/v1/files/v3tcnhs7n37j3-RO/image;s=2000x1500;https://frankfurt.apollo.olxcdn.com:443/v1/files/woliyqfnmong2-RO/image;s=2000x1500,petrol,automatic,Hatchback,Volkswagen,Polo,olx_jNkBW,2025-09-11T16:15:37.834910
Volkswagen Polo Tva Inclus Deductibil,10 900 €,10900.0,2020,125 500,N/A,https://www.olx.ro/d/oferta/volkswagen-polo-tva-inclus-deductibil-IDjNkBW.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/p43le0pv4ygn2-RO/image;s=2000x1500;https://frankfurt.apollo.olxcdn.com:443/v1/files/r5w08towjq1d2-RO/image;s=2000x1500;https://frankfurt.apollo.olxcdn.com:443/v1/files/ays7qaal8cio2-RO/image;s=2000x1500;https://frankfurt.apollo.olxcdn.com:443/v1/files/v3tcnhs7n37j3-RO/image;s=2000x1500;https://frankfurt.apollo.olxcdn.com:443/v1/files/woliyqfnmong2-RO/image;s=2000x1500,petrol,automatic,Hatchback,Volkswagen,Polo,olx_jNkBW,2025-09-11T16:15:42.440597
Volkswagen Jetta 2017 Stare Excelentata,"8 200 €
Prețul e negociabil",8200.0,2017,53 000,N/A,https://www.olx.ro/d/oferta/volkswagen-jetta-2017-stare-excelentata-IDiXn2S.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/84x5nmfskm4r-RO/image;s=1600x1200;https://frankfurt.apollo.olxcdn.com:443/v1/files/nhf7i2nr5idm1-RO/image;s=1671x1456;https://frankfurt.apollo.olxcdn.com:443/v1/files/g1dhruasrawy1-RO/image;s=1024x768;https://frankfurt.apollo.olxcdn.com:443/v1/files/t6qndax7z07u3-RO/image;s=1600x1200;https://frankfurt.apollo.olxcdn.com:443/v1/files/r7mbxhzem59w-RO/image;s=1600x1200,petrol,manual,Berlina,Volkswagen,Jetta,olx_iXn2S,2025-09-11T16:15:45.527884
Volkswagrn Golf 7 Facelift,11 000 €,11000.0,2018,199 000,N/A,https://www.olx.ro/d/oferta/volkswagrn-golf-7-facelift-IDiwP81.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/4puvjtqdoh8p3-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/4twppzv0lat1-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/zv6gvfbeyktn3-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/y1x7kcc93036-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/7plcfpm3g6gy-RO/image;s=1000x750,diesel,automatic,Hatchback,Unknown,Unknown,olx_iwP81,2025-09-11T16:15:50.332385
Vw Tiguan 2Xr Line4X4Matrixvirtualpanoramacamera360Pieleunic P,"18 999 €
Prețul e negociabil",18999.0,2017,189 500,N/A,https://www.olx.ro/d/oferta/vw-tiguan-2xr-line4x4matrixvirtualpanoramacamera360pieleunic-p-IDjNjNj.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/gknnzvowfkcb2-RO/image;s=1496x963;https://frankfurt.apollo.olxcdn.com:443/v1/files/e2spp0cphsow2-RO/image;s=1514x963;https://frankfurt.apollo.olxcdn.com:443/v1/files/2h6lu6a6d5o83-RO/image;s=1497x954;https://frankfurt.apollo.olxcdn.com:443/v1/files/b9vgisxjkeif3-RO/image;s=1510x950;https://frankfurt.apollo.olxcdn.com:443/v1/files/2slgs2i64s302-RO/image;s=1500x950,petrol,automatic,SUV,Unknown,Unknown,olx_jNjNj,2025-09-11T16:15:55.733978
Volkswagen Taigo Life 1 0 L Tsi Gpf,18 500 €,18500.0,2024,20 431,N/A,https://www.olx.ro/d/oferta/volkswagen-taigo-life-1-0-l-tsi-gpf-IDjNjNn.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/gm8vfheoft8n1-RO/image;s=1200x1600;https://frankfurt.apollo.olxcdn.com:443/v1/files/rffsholgvccu-RO/image;s=1200x1600;https://frankfurt.apollo.olxcdn.com:443/v1/files/5118s40udgx91-RO/image;s=1200x1600;https://frankfurt.apollo.olxcdn.com:443/v1/files/dloyrm1emrxz-RO/image;s=1200x1600;https://frankfurt.apollo.olxcdn.com:443/v1/files/nhq5scndhyb7-RO/image;s=1200x1600,petrol,manual,Hatchback,Volkswagen,Taigo,olx_jNjNn,2025-09-11T16:15:59.833311
Volkswagen Pasat B8 Facelift Avariat,8 200 €,8200.0,2022,58 000,N/A,https://www.olx.ro/d/oferta/volkswagen-pasat-b8-facelift-avariat-IDjNjsE.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/xiss01t5y2453-RO/image;s=1156x868;https://frankfurt.apollo.olxcdn.com:443/v1/files/t0h7vy54a7983-RO/image;s=1156x868;https://frankfurt.apollo.olxcdn.com:443/v1/files/4fjyey95dqmn1-RO/image;s=1156x868;https://frankfurt.apollo.olxcdn.com:443/v1/files/l2uzxpy7bpwj-RO/image;s=1156x868;https://frankfurt.apollo.olxcdn.com:443/v1/files/gdo7nh81m9ea-RO/image;s=1156x868,petrol,manual,Berlina,Volkswagen,Unknown,olx_jNjsE,2025-09-11T16:16:03.363880
Volkswagen Golf 8 Gti,"29 700 €
Prețul e negociabil",29700.0,2022,41 000,N/A,https://www.olx.ro/d/oferta/volkswagen-golf-8-gti-IDjEjU6.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/fp8go5lxy0oc2-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/sfu0glq0uurc1-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/3080er99s3t03-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/j27xeryghmfx1-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/n66j94hiajba3-RO/image;s=750x1000,petrol,automatic,Hatchback,Volkswagen,Golf,olx_jEjU6,2025-09-11T16:16:07.437111
Vand Volkswagen T Roc 1 5 Tsi,21 499 €,21499.0,2023,16 000,N/A,https://www.olx.ro/d/oferta/vand-volkswagen-t-roc-1-5-tsi-IDjsWmm.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/93w9n9nvqlzg-RO/image;s=751x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/hsccu0pz230h2-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/w33tmc4bax761-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/4o0vkq3voelv1-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/atbjv9m5y5bo-RO/image;s=751x1000,petrol,manual,Hatchback,Volkswagen,Unknown,olx_jsWmm,2025-09-11T16:16:11.030220
Vw Golf8 R Line 2 0Tdi Dsg Ceasuri Digitale Acc Lane Assist Jante18,18 000 €,18000.0,2021,175 000,N/A,https://www.olx.ro/d/oferta/vw-golf8-r-line-2-0tdi-dsg-ceasuri-digitale-acc-lane-assist-jante18-IDjCey8.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/mhtdlhwfu3f41-RO/image;s=1000x663;https://frankfurt.apollo.olxcdn.com:443/v1/files/t095a3l0i8m1-RO/image;s=1000x662;https://frankfurt.apollo.olxcdn.com:443/v1/files/bl1bhstlpgd01-RO/image;s=1000x662;https://frankfurt.apollo.olxcdn.com:443/v1/files/fckiwnfgyguh1-RO/image;s=1000x685;https://frankfurt.apollo.olxcdn.com:443/v1/files/v0s7hpnhd8bq1-RO/image;s=1000x685,diesel,automatic,Hatchback,Unknown,Unknown,olx_jCey8,2025-09-11T16:16:16.615999
Volkswagen Id3 Pro Performance,"19 250 €
Prețul e negociabil",19250.0,2021,62 000,N/A,https://www.olx.ro/d/oferta/volkswagen-id3-pro-performance-IDjh9gH.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/4l36i72typgb2-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/2q6ca4u2pov61-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/o77mxv3t6bvl2-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/edpz5nmhlg0c-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/zxfsxb7djx1g-RO/image;s=1000x750,electric,automatic,Hatchback,Volkswagen,Unknown,olx_jh9gH,2025-09-11T16:16:20.463380
Volkswagen Touareg,32 890 €,32890.0,2018,186 700,N/A,https://www.olx.ro/d/oferta/volkswagen-touareg-IDjKNJL.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/suq3wvwcn1cf1-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/7llextvvbhqs2-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/zgqrbz8nxzro2-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/xz86ib9azn6y-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/3ff1oyckxp891-RO/image;s=750x1000,diesel,automatic,SUV,Volkswagen,Touareg,olx_jKNJL,2025-09-11T16:16:24.759695
De Vanzare Vw Golf 7 1 6 Tdi,"12 400 €
Prețul e negociabil",12400.0,2017,94 000,N/A,https://www.olx.ro/d/oferta/de-vanzare-vw-golf-7-1-6-tdi-IDjnPhh.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/2l52wfuatqfd3-RO/image;s=3024x4032;https://frankfurt.apollo.olxcdn.com:443/v1/files/dooa9eoulhv31-RO/image;s=4032x3024;https://frankfurt.apollo.olxcdn.com:443/v1/files/maydtkxvhwa01-RO/image;s=4032x3024;https://frankfurt.apollo.olxcdn.com:443/v1/files/99gemio9cwha1-RO/image;s=4032x3024;https://frankfurt.apollo.olxcdn.com:443/v1/files/442bsz8jxisu2-RO/image;s=4032x3024,diesel,manual,Hatchback,Unknown,Unknown,olx_jnPhh,2025-09-11T16:16:30.239572
Volkswagen T Cross Advanced 2024 1 0 Tsi 115 Cp,19 700 €,19700.0,2024,13 500,N/A,https://www.olx.ro/d/oferta/volkswagen-t-cross-advanced-2024-1-0-tsi-115-cp-IDjH13J.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/rlgptbwvrgcx1-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/7fbt6afyesfb-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/noi558jttncf1-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/25xshxlzpt4d-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/113zelhi5lz3-RO/image;s=1000x750,petrol,manual,"//schema.org/UsedCondition""}}",Volkswagen,Unknown,olx_jH13J,2025-09-11T16:16:35.221592
Volkswagen Up,4 450 €,4450.0,2018,175 000,N/A,https://www.olx.ro/d/oferta/volkswagen-up-IDjNink.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/h1n5vskushdp1-RO/image;s=1600x1061;https://frankfurt.apollo.olxcdn.com:443/v1/files/0v7pcmqtn5np-RO/image;s=1329x924;https://frankfurt.apollo.olxcdn.com:443/v1/files/11ixfny6l18d-RO/image;s=1600x1200;https://frankfurt.apollo.olxcdn.com:443/v1/files/39v39yphfsox1-RO/image;s=1533x1044;https://frankfurt.apollo.olxcdn.com:443/v1/files/e27jvofa4fdg1-RO/image;s=1600x807,petrol,manual,Hatchback,Volkswagen,Unknown,olx_jNink,2025-09-11T16:16:40.549834
Volkswagen Tiguan 2 0 Tdi 190Cp 4Motion,"19 500 €
Prețul e negociabil",19500.0,2017,174 000,N/A,https://www.olx.ro/d/oferta/volkswagen-tiguan-2-0-tdi-190cp-4motion-IDjHr78.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/8vvu42u3xf5h2-RO/image;s=1368x1368;https://frankfurt.apollo.olxcdn.com:443/v1/files/yifz08mtxvpd3-RO/image;s=1368x1368;https://frankfurt.apollo.olxcdn.com:443/v1/files/rejq4sphwvy71-RO/image;s=1368x1368;https://frankfurt.apollo.olxcdn.com:443/v1/files/0tajjcznpklb1-RO/image;s=1368x1368;https://frankfurt.apollo.olxcdn.com:443/v1/files/2923139jzohi2-RO/image;s=1920x1920,diesel,automatic,SUV,Volkswagen,Tiguan,olx_jHr78,2025-09-11T16:16:45.385998
Wolskvagen Tiguan 2020,27 000 €,27000.0,2020,63 000,N/A,https://www.olx.ro/d/oferta/wolskvagen-tiguan-2020-IDiTfkF.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/s0zlumzywwe62-RO/image;s=1500x2000;https://frankfurt.apollo.olxcdn.com:443/v1/files/8f7qnuoitj8b1-RO/image;s=1500x2000;https://frankfurt.apollo.olxcdn.com:443/v1/files/bnrsrifpdc473-RO/image;s=1500x2000;https://frankfurt.apollo.olxcdn.com:443/v1/files/nanq4bik0jna3-RO/image;s=1500x2000;https://frankfurt.apollo.olxcdn.com:443/v1/files/9ioano60jmpt-RO/image;s=1500x2000,diesel,automatic,SUV,Unknown,Unknown,olx_iTfkF,2025-09-11T16:16:49.821232
Vw Polo 2018 1 0 Benzina,10 500 €,10500.0,2018,43 000,N/A,https://www.olx.ro/d/oferta/vw-polo-2018-1-0-benzina-IDjHOnA.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/06obe56031ph2-RO/image;s=1200x1600;https://frankfurt.apollo.olxcdn.com:443/v1/files/38hket1jfncp-RO/image;s=1200x1600;https://frankfurt.apollo.olxcdn.com:443/v1/files/anoalm6d9yl62-RO/image;s=1600x1200;https://frankfurt.apollo.olxcdn.com:443/v1/files/rdno3oq89std-RO/image;s=1200x1600;https://frankfurt.apollo.olxcdn.com:443/v1/files/rhtybebx05xi1-RO/image;s=1600x1200,petrol,manual,Hatchback,Unknown,Unknown,olx_jHOnA,2025-09-11T16:16:53.733062
Vand Volkswagen Polo Trendline 1 0 Stare Excelenta 46 795Km An 2018,"9 250 €
Prețul e negociabil",9250.0,2018,46 795,N/A,https://www.olx.ro/d/oferta/vand-volkswagen-polo-trendline-1-0-stare-excelenta-46-795km-an-2018-IDjIPRM.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/qd6rsdjl0b5x2-RO/image;s=2016x1134;https://frankfurt.apollo.olxcdn.com:443/v1/files/nod8hfuxj4i12-RO/image;s=2016x1134;https://frankfurt.apollo.olxcdn.com:443/v1/files/3ewm8b1n2u2g-RO/image;s=2016x1134;https://frankfurt.apollo.olxcdn.com:443/v1/files/318ritgutmjy-RO/image;s=2016x1134;https://frankfurt.apollo.olxcdn.com:443/v1/files/28iq8natdxbj1-RO/image;s=2016x1134,petrol,manual,"//schema.org/UsedCondition""}}",Volkswagen,Polo,olx_jIPRM,2025-09-11T16:16:58.512095
Vw Arteon 2 0 Tsi 4 Motion R Line,28 500 €,28500.0,2019,78 000,N/A,https://www.olx.ro/d/oferta/vw-arteon-2-0-tsi-4-motion-r-line-IDjNejp.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/02lms6lfv3bu3-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/170sjrm34vcy-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/z429jfz5tevs1-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/tztqztc84yvr3-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/czra4aakd2uc3-RO/image;s=1000x750,petrol,automatic,Berlina,Unknown,Unknown,olx_jNejp,2025-09-11T16:17:02.338977
Volkswagen T Cross 1 0 Tsi 95 Cp 2021 52 000 Km Stare Impecabila,"17 200 €
Prețul e negociabil",17200.0,2021,52 000,N/A,https://www.olx.ro/d/oferta/volkswagen-t-cross-1-0-tsi-95-cp-2021-52-000-km-stare-impecabila-IDjHE73.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/pvabqcuun3li2-RO/image;s=1512x2016;https://frankfurt.apollo.olxcdn.com:443/v1/files/f5qvupa3xfy02-RO/image;s=2048x1536;https://frankfurt.apollo.olxcdn.com:443/v1/files/zxkxa4ijddpc3-RO/image;s=1536x2048;https://frankfurt.apollo.olxcdn.com:443/v1/files/0n6ux120k5o63-RO/image;s=2016x1512;https://frankfurt.apollo.olxcdn.com:443/v1/files/thum5n8hvodb2-RO/image;s=2016x1512,petrol,manual,SUV,Volkswagen,Unknown,olx_jHE73,2025-09-11T16:17:05.493438
Vw Golf8 R Line 2 0Tdi Dsg Ceasuri Digitale Acc Lane Assist Jante18,18 000 €,18000.0,2021,175 000,N/A,https://www.olx.ro/d/oferta/vw-golf8-r-line-2-0tdi-dsg-ceasuri-digitale-acc-lane-assist-jante18-IDjCey8.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/mhtdlhwfu3f41-RO/image;s=1000x663;https://frankfurt.apollo.olxcdn.com:443/v1/files/t095a3l0i8m1-RO/image;s=1000x662;https://frankfurt.apollo.olxcdn.com:443/v1/files/bl1bhstlpgd01-RO/image;s=1000x662;https://frankfurt.apollo.olxcdn.com:443/v1/files/fckiwnfgyguh1-RO/image;s=1000x685;https://frankfurt.apollo.olxcdn.com:443/v1/files/v0s7hpnhd8bq1-RO/image;s=1000x685,diesel,automatic,Hatchback,Unknown,Unknown,olx_jCey8,2025-09-11T16:17:10.110362
Volkswagen Touareg 2019 286Cp,"40 500 €
Prețul e negociabil",40500.0,2019,165 000,N/A,https://www.olx.ro/d/oferta/volkswagen-touareg-2019-286cp-IDisDEx.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/eobcitsx27e63-RO/image;s=2000x934;https://frankfurt.apollo.olxcdn.com:443/v1/files/vb33nuthfvrn1-RO/image;s=2000x934;https://frankfurt.apollo.olxcdn.com:443/v1/files/0e4y13nnvhp71-RO/image;s=2000x934;https://frankfurt.apollo.olxcdn.com:443/v1/files/poyw4nm9kbng-RO/image;s=2000x934;https://frankfurt.apollo.olxcdn.com:443/v1/files/0p7f3r8831cl1-RO/image;s=934x2000,diesel,automatic,SUV,Volkswagen,Touareg,olx_isDEx,2025-09-11T16:17:13.227410
Touareg Cr7 R Line 2019 3 0 Diesel 286 Cp 4 Motion,"39 800 €
Prețul e negociabil",39800.0,2019,147 000,N/A,https://www.olx.ro/d/oferta/touareg-cr7-r-line-2019-3-0-diesel-286-cp-4-motion-IDjMacy.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/6jfd3uiyvb881-RO/image;s=1000x667;https://frankfurt.apollo.olxcdn.com:443/v1/files/5tdwwl3ofyv6-RO/image;s=1000x667;https://frankfurt.apollo.olxcdn.com:443/v1/files/n0kyb1tqho5o-RO/image;s=1000x661;https://frankfurt.apollo.olxcdn.com:443/v1/files/s01mu9uspvpu2-RO/image;s=1000x671;https://frankfurt.apollo.olxcdn.com:443/v1/files/mn9iavkv3ir11-RO/image;s=1000x667,diesel,automatic,SUV,Unknown,Unknown,olx_jMacy,2025-09-11T16:17:18.861592
Volkswagen Golf 1 5 Etsi 150 Cp Blue Motion,16 500 €,16500.0,2020,57 000,N/A,https://www.olx.ro/d/oferta/volkswagen-golf-1-5-etsi-150-cp-blue-motion-IDjGyP8.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/y6ht94fviz3u-RO/image;s=1536x2048;https://frankfurt.apollo.olxcdn.com:443/v1/files/amoj9sqma56a-RO/image;s=2048x1536;https://frankfurt.apollo.olxcdn.com:443/v1/files/2jrye44eeuag-RO/image;s=1536x2048;https://frankfurt.apollo.olxcdn.com:443/v1/files/689jbz1w0xfl3-RO/image;s=1536x2048;https://frankfurt.apollo.olxcdn.com:443/v1/files/s3az3mqff7dm2-RO/image;s=1536x2048,petrol,manual,Berlina,Volkswagen,Golf,olx_jGyP8,2025-09-11T16:17:24.085303
